,isin,nome,ticker,benchmark,ter,areaBenchmark,emittente,strumento,dataSource
823,LU1829219713,LYXOR HIGH RAT MW GOVT 3-5Y DR UCITS ETF,AAA35.MI,FTSE MTS HIGHEST RATED MACRO WEIGT GOV 3-5 YRSMIDP,0.00165,TITOLI DI STATO - EURO,LYXOR,ETF,AAA35.MI
825,IE00BYM11H29,UBS MSCI ACWI SF UCITS ETF USD A-ACC,ACWIA.MI,MSCI ACWI USD TRN,0.0031,AZIONARIO MONDO,UBS ETF,ETF,ACWIA.MI
826,LU1861132840,AMUNDI STX GLB ARTIFIC INTELL UCITS ETF,GOAI.MI,STOXX AI GLOBAL ARTIFICIAL INTELL ADTV5,0.0035,AZIONARIO TEMATICI,AMUNDI,ETF,GOAI.MI
827,LU1812091194,LYXOR FTSE EPRA/NAREIT DEV EU UCITS ETF,REEU.MI,FTSE EPRA/NAREIT DEV EU NTR,0.004,REAL ESTATE,LYXOR,ETF,REEU.MI
828,LU1832418856,LYXOR FTSE EPRA/NAREIT USA UCITS ETF,REUSA.MI,FTSE EPRA/NAREIT UNITED STATES NTR,0.004,REAL ESTATE,LYXOR,ETF,REUSA.MI
829,LU1812092168,LYXOR STX EUROPE SELECT DIV 30 UCITS ETF,SEL.MI,STOXX EUROPE SELECT DIVIDEND 30 TRN,0.003,AZIONARIO STYLE (SVILUPPATI),LYXOR,ETF,SEL.MI
830,LU1812091947,LYXOR PRIVEX UCITS ETF,PVX.MI,PRIVEX TR,0.007,AZIONARIO TEMATICI,LYXOR,ETF,PVX.MI
831,LU1861134382,AMUNDI MSCI WORLD SRI UCITS ETF DR,WSRI.MI,MSCI WORLD SRI,0.0018,AZIONARIO TEMATICI,AMUNDI,ETF,WSRI.MI
832,LU1861136247,AMUNDI MSCI USA SRI UCITS ETF DR,USRI.MI,MSCI USA SRI,0.0018,AZIONARIO TEMATICI,AMUNDI,ETF,USRI.MI
833,LU1861137484,AMUNDI MSCI EUROPE SRI UCITS ETF DR,EUSRI.MI,MSCI EUROPE SRI,0.0018,AZIONARIO TEMATICI,AMUNDI,ETF,EUSRI.MI
834,GB00B15KXP72,ETFS COFFEE,COFF.MI,DOW JONES-UBS COFFEE SUBINDEX,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,COFF.MI
835,GB00B15KXS04,ETFS CORN,CORN.MI,DOW JONES-UBS CORN SUBINDEX,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,CORN.MI
836,GB00B15KXT11,ETFS COTTON,COTN.MI,DOW JONES-UBS COTTON SUBINDEX,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,COTN.MI
837,GB00B15KY435,ETFS SOYBEAN OIL,SOYO.MI,DOW JONES-UBS SOYBEAN OIL SUBINDEX,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,SOYO.MI
838,GB00B15KY542,ETFS SOYBEANS,SOYB.MI,DOW JONES-UBS SOYBEAN SUBINDEX,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,SOYB.MI
839,GB00B15KY658,ETFS SUGAR,SUGA.MI,DOW JONES-UBS SUGAR SUBINDEX,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,SUGA.MI
840,GB00B15KY765,ETFS WHEAT,WEAT.MI,DOW JONES-UBS WHEAT SUBINDEX,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,WEAT.MI
842,JE00B78NNK09,ETFS EUR DAILY HEDGED WHEAT,EWAT.MI,DOW JONES-UBS WHEAT SUBINDEX EURO HEDGED DAILY ER,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,JE00B78NNK09
843,JE00B3ZQRP79,ETFS EUR DAILY HEDGED CORN,ECRN.MI,DOW JONES-UBS CORN SUBINDEX EURO HEDGED DAILY ER,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,JE00B3ZQRP79
844,JE00B70DCH80,ETFS EUR DAILY HEDGED COTTON,ECTN.MI,DOW JONES-UBS COTTON SUBINDEX EURO HEDGED DAILY ER,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,JE00B70DCH80
845,JE00B6TK3K31,ETFS EUR DAILY HEDGED COFFEE,ECOF.MI,DOW JONES-UBS COFFEE SUBINDEX EURO HEDGED DAILY ER,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,JE00B6TK3K31
846,JE00B6X05031,ETFS EUR DAILY HEDGED SUGAR,ESUG.MI,DOW JONES-UBS SUGAR SUBINDEX EURO HEDGED DAILY ER,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,JE00B6X05031
847,JE00B6SLJ210,ETFS EUR DAILY HEDGED SOYBEANS,ESOY.MI,DOW JONES-UBS SOYBEANS SUBINDEX EURO HEDG DAILY ER,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,JE00B6SLJ210
848,IE00BKT09149,BOOST BTP 10Y 3X LEVERAGE DAILY,3BTL.MI,BNP PARIBAS LONG TERM BTP FUTURE,0.006,BOND LEVERAGE 3X,BOOST,ETN,IE00BKT09149
849,IE00BKT09255,BOOST BUND 10Y 3X LEVERAGE DAILY,3BUL.MI,BNP PARIBAS BUND FUTURE,0.003,BOND LEVERAGE 3X,BOOST,ETN,IE00BKT09255
850,IE00BKT09032,BOOST US TREASURIES 10Y 3X LEVER DAILY,3TYL.MI,BNP PARIBAS US TREASURY NOTE 10Y FUTURE,0.003,BOND LEVERAGE 3X,BOOST,ETN,IE00BKT09032
851,XS1265961208,SG ETC BTP FUTUR +3X DAILY LONG COLLAT,BTP3L.MI,SOLACTIVE LEVERAGED LONG X 3 BTP FUTURES INDEX TR,0.0069,BOND LEVERAGE 3X,SOCIETE GENERALE,ETN,XS1265961208
852,XS1265961620,SG ETC OAT FUTUR +3X DAILY LONG COLLAT,OAT3L.MI,SOLACTIVE LEVERAGED LONG X 3 OAT FUTURES INDEX TR,0.0069,BOND LEVERAGE 3X,SOCIETE GENERALE,ETN,XS1265961620
853,XS1265962271,SG ETC BUND FUTUR +3X DAILY LONG COLLAT,BUND3L.MI,SOLACTIVE LEVERAGED LONG X 3 BUND FUTURES INDEX TR,0.0039,BOND LEVERAGE 3X,SOCIETE GENERALE,ETN,XS1265962271
854,XS1265962511,SG ETC BTP FUTUR +5X DAILY LONG COLLAT,BTP5L.MI,SOLACTIVE LEVERAGED LONG X 5 BTP FUTURES INDEX TR,0.0108,BOND LEVERAGE 5X,SOCIETE GENERALE,ETN,XS1265962511
855,XS1265962784,SG ETC OAT FUTUR +5X DAILY LONG COLLAT,OAT5L.MI,SOLACTIVE LEVERAGED LONG X 5 OAT FUTURES INDEX TR,0.0108,BOND LEVERAGE 5X,SOCIETE GENERALE,ETN,XS1265962784
856,XS1265962941,SG ETC BUND FUTUR +5X DAILY LONG COLLAT,BUND5L.MI,SOLACTIVE LEVERAGED LONG X 5 BUND FUTURES INDEX TR,0.0058,BOND LEVERAGE 5X,SOCIETE GENERALE,ETN,XS1265962941
857,IE00BKS8QM96,BOOST BTP 10Y 3X SHORT DAILY,3BTS.MI,BNP PARIBAS LONG TERM BTP FUTURE,0.006,BOND LEVERAGE SHORT 3X,BOOST,ETN,IE00BKS8QM96
858,IE00BKS8QN04,BOOST BUND 10Y 3X SHORT DAILY,3BUS.MI,BNP PARIBAS BUND FUTURE,0.003,BOND LEVERAGE SHORT 3X,BOOST,ETN,IE00BKS8QN04
859,IE00BKS8QT65,BOOST US TREASURIES 10Y 3X SHORT DAILY,3TYS.MI,BNP PARIBAS US TREASURY NOTE 10Y FUTURE,0.003,BOND LEVERAGE SHORT 3X,BOOST,ETN,IE00BKS8QT65
860,XS1265961463,SG ETC BTP FUTUR -3X DAILY SHORT COLLAT,BTP3S.MI,SOLACTIVE LEVERAGED SHORT X 3 BTP FUTURES INDEX TR,0.0069,BOND LEVERAGE SHORT 3X,SOCIETE GENERALE,ETN,XS1265961463
861,XS1265961976,SG ETC OAT FUTUR -3X DAILY SHORT COLLAT,OAT3S.MI,SOLACTIVE LEVERAGED SHORT X 3 OAT FUTURES INDEX TR,0.0069,BOND LEVERAGE SHORT 3X,SOCIETE GENERALE,ETN,XS1265961976
862,XS1265962438,SG ETC BUND FUTUR -3X DAILY SHORT COLLAT,BUND3S.MI,SOLACTIVE LEVERAGED SHORT X 3 BUND FUTURES INDEXTR,0.0039,BOND LEVERAGE SHORT 3X,SOCIETE GENERALE,ETN,XS1265962438
865,IE00BYNXNS22,BOOST BTP 10Y 5X SHORT DAILY ETP,5BTS.MI,BNP PARIBAS LONG TERM BTP FUTURE,0.0099,BOND LEVERAGE SHORT 5X,BOOST,ETN,IE00BYNXNS22
866,IE00BYNXPH56,BOOST BUND 10Y 5X SHORT DAILY ETP,5BUS.MI,BNP PARIBAS BUND FUTURE,0.0049,BOND LEVERAGE SHORT 5X,BOOST,ETN,IE00BYNXPH56
867,IE00BYNXPJ70,BOOST US TREASURIES 10Y 5X SHT DAILY ETP,5TYS.MI,BNP PARIBAS US TREASURY NOTE 10Y FUTURE,0.005,BOND LEVERAGE SHORT 5X,BOOST,ETN,IE00BYNXPJ70
868,XS1265962602,SG ETC BTP FUTUR -5X DAILY SHORT COLLAT,BTP5S.MI,SOLACTIVE LEVERAGED SHORT X 5 BTP FUTURES INDEX TR,0.0108,BOND LEVERAGE SHORT 5X,SOCIETE GENERALE,ETN,XS1265962602
869,XS1265962867,SG ETC OAT FUTUR -5X DAILY SHORT COLLAT,OAT5S.MI,SOLACTIVE LEVERAGED SHORT X 5 OAT FUTURES INDEX TR,0.0108,BOND LEVERAGE SHORT 5X,SOCIETE GENERALE,ETN,XS1265962867
870,XS1265963089,SG ETC BUND FUTUR -5X DAILY SHORT COLLAT,BUND5S.MI,SOLACTIVE LEVERAGED SHORT X 5 BUND FUTURES INDEXTR,0.0058,BOND LEVERAGE SHORT 5X,SOCIETE GENERALE,ETN,XS1265963089
871,GB00B15KXZ70,ETFS LEAN HOGS,HOGS.MI,DOW JONES-UBS LEAN HOGS SUBINDEX,0.0054,BESTIAME,ETFS SECURITIES,ETC,HOGS.MI
873,GB00B0CTWC01,ETFS BRENT 1MTH OIL SECURITIES,OILB.MI,FUTURE SU PETROLIO BRENT,0.0049,ENERGIA,ETFS SECURITIES,ETC,OILB.MI
874,GB00B0CTWK84,ETFS WTI 2MTH OIL SECURITIES,OILW.MI,FUTURE PETROLIO WTI,0.0049,ENERGIA,ETFS SECURITIES,ETC,OILW.MI
875,GB00B15KXV33,ETFS WTI CRUDE OIL,CRUD.MI,DOW JONES-UBS WTI CRUDE OIL SUBINDEX,0.0054,ENERGIA,ETFS SECURITIES,ETC,CRUD.MI
876,GB00B15KXW40,ETFS GASOLINE,UGAS.MI,DOW JONES-UBS UNLEADED GASOLINE SUBINDEX,0.0054,ENERGIA,ETFS SECURITIES,ETC,UGAS.MI
877,GB00B15KY104,ETFS NATURAL GAS,NGAS.MI,DOW JONES-UBS NATURAL GAS SUBINDEX,0.0054,ENERGIA,ETFS SECURITIES,ETC,NGAS.MI
878,DE000A1AQGX1,XTRAC BRENT CRUD OIL OPT YLD EU HED ETC,XETC.MI,DB BRENT CRUDE OIL BOOSTER EUR INDEX TR,0.0045,ENERGIA,DEUTSCHE BANK,ETC,XETC.MI
879,DE000A1ED2J2,XTRACKERS ENERGY OPT YLD EUR HED ETC,XCTH.MI,DB ENERGY BOOSTER EUR INDEX TR,0.0045,ENERGIA,DEUTSCHE BANK,ETC,XCTH.MI
880,DE000A1KYN55,XTRACKERS BRENT CRUD OIL OPT YLD ETC EUR,XCTL.MI,DB BRENT CRUDE OIL BOOSTER EURO UNHEDGED TR,0.0045,ENERGIA,DEUTSCHE BANK,ETC,XCTL.MI
881,JE00B24DLX86,ETFS LONGER DATED WTI CRUDE OIL,FCRU.MI,DOW JONES-UBS WTI CRUDE OIL SUBINDEX 3 MONTH FORW,0.0054,ENERGIA,ETFS SECURITIES,ETC,JE00B24DLX86
883,JE00B44F1611,ETFS EUR DAILY HEDGED WTI CRUDE OIL,ECRD.MI,DOW JONES-UBS WTI CRUDE OIL SUBINDEX EU HED DA ER,0.0054,ENERGIA,ETFS SECURITIES,ETC,JE00B44F1611
884,JE00B7305Z55,ETFS EUR DAILY HEDGED BRENT CRUDE,EBRT.MI,DOW JONES-UBS BRENT CRUDE SUBINDEX EU HED DAILY ER,0.0054,ENERGIA,ETFS SECURITIES,ETC,JE00B7305Z55
885,JE00B6XF0923,ETFS EUR DAILY HEDGED NATURAL GAS,ENGS.MI,DOW JONES-UBS NATURAL GAS SUBINDEX EU HED DAILY ER,0.0054,ENERGIA,ETFS SECURITIES,ETC,JE00B6XF0923
886,JE00B78CGV99,ETFS BRENT CRUDE,BRNT.MI,DOW JONES-UBS BRENT CRUDE SUBINDEX,0.0054,ENERGIA,ETFS SECURITIES,ETC,BRNT.MI
887,XS1073722297,SG ETC WTI OIL COLLATERALIZED,OIL1L.MI,SOLACTIVE WTI FUTURES LONG INDEX TR,0.0048,ENERGIA,SOCIETE GENERALE,ETC,XS1073722297
888,IE00BVFZGC04,BOOST WTI OIL ETC,WTID.MI,NASDAQ COMMODITY CRUDE OIL ER,0.0019,ENERGIA,BOOST,ETC,IE00BVFZGC04
889,IE00BVFZGD11,BOOST BRENT OIL ETC,BRND.MI,NASDAQ COMMODITY BRENT CRUDE OIL ER,0.0019,ENERGIA,BOOST,ETC,IE00BVFZGD11
890,IE00BVFZGL94,BOOST NATURAL GAS ETC,GASD.MI,NASDAQ COMMODITY NATURAL GAS ER,0.0019,ENERGIA,BOOST,ETC,IE00BVFZGL94
891,XS1526242984,SG ETC NATURAL GAS COLLATERALIZED,GAS1L.MI,NATURAL GAS FUTURES LONG INDEX,0.0048,ENERGIA,SOCIETE GENERALE,ETC,XS1526242984
892,XS1526243446,SG ETC NATURAL GAS DAILY EUR HDG COLLAT,GASH.MI,NATURAL GAS FUTURES LONG INDEX - EUR HEDGED,0.0048,ENERGIA,SOCIETE GENERALE,ETC,XS1526243446
893,XS1526243529,SG ETC WTI DAILY EURO HEDGED COLLAT,OILH.MI,WTI FUTURES LONG INDEX - EUR HEDGED,0.0048,ENERGIA,SOCIETE GENERALE,ETC,XS1526243529
894,IE00B878KX55,BOOST LEVDAX 3X DAILY,3DEL.MI,LEVDAX X3 TR EUR,0.0075,STRATEGIE SU VALUTE LEVERAGE 3X,BOOST,ETN,IE00B878KX55
895,IE00B7SD4R47,BOOST EURO STOXX 50 3X LEVERAGE DAILY,3EUL.MI,EURO STOXX 50 DAILY LEVERAGE 3 EUR NET RETURN,0.0075,EQUITY LEVERAGED LONG 3X,BOOST,ETN,IE00B7SD4R47
896,IE00B8NB3063,BOOST FTSE MIB 3X LEVERAGE DAILY,3ITL.MI,FTSE MIB SUPER LEVERAGED RT NET-OF-TAX LUX TR,0.0075,EQUITY LEVERAGED LONG 3X,BOOST,ETN,IE00B8NB3063
897,IE00B8W5C578,BOOST NASDAQ 100 3X LEVERAGE DAILY,QQQ3.MI,NASDAQ-100 3X LEVERAGED NNR,0.0075,EQUITY LEVERAGED LONG 3X,BOOST,ETN,IE00B8W5C578
898,IE00B7Y34M31,BOOST S&P500 3X LEVERAGE DAILY,3USL.MI,S&P 500 TRN USD,0.0075,EQUITY LEVERAGED LONG 3X,BOOST,ETN,IE00B7Y34M31
899,JE00B9BQ4529,ETFS 3X DAILY LONG FTSE 100,UK3L.MI,FTSE 100 DAILY SUPER LEVERAGED NET TR,0.0082,EQUITY LEVERAGED LONG 3X,ETFS SECURITIES,ETN,JE00B9BQ4529
900,JE00B89ZNT11,ETFS 3X DAILY LONG CAC 40,FR3L.MI,CAC 40 X3 LEVERAGE NR,0.0082,EQUITY LEVERAGED LONG 3X,ETFS SECURITIES,ETN,JE00B89ZNT11
901,JE00B8DVWK97,ETFS 3X DAILY LONG FTSE MIB,IT3L.MI,FTSE MIB SUPER LEVERAGED RT NET-OF-TAX LUX TR,0.0082,EQUITY LEVERAGED LONG 3X,ETFS SECURITIES,ETN,JE00B8DVWK97
902,JE00B9689G92,ETFS 3X DAILY LONG EURO STOXX 50,EU3L.MI,EURO STOXX 50 DAILY LEVERAGE 3 EUR NET RETURN,0.0082,EQUITY LEVERAGED LONG 3X,ETFS SECURITIES,ETN,JE00B9689G92
903,JE00B992Q458,ETFS 3X DAILY LONG DAX 30,GE3L.MI,LEVDAX X3 TR EUR,0.0082,EQUITY LEVERAGED LONG 3X,ETFS SECURITIES,ETN,JE00B992Q458
904,XS1101721923,SG ETC FTSE MIB +3X DAILY LEV COLLATERAL,MIB3L.MI,FTSE MIB SUPER LEVERAGED RT NET-OF-TAX LUX TR,0.0069,EQUITY LEVERAGED LONG 3X,SOCIETE GENERALE,ETN,XS1101721923
905,XS1101723622,SG ETC DAX +3X DAILY LEVER COLLATERAL,DAX3L.MI,LEVDAX X3 TR EUR,0.0069,EQUITY LEVERAGED LONG 3X,SOCIETE GENERALE,ETN,XS1101723622
906,XS1101724513,SG ETC EUSTOXX 50 +3X DAILY LEVER COLLAT,SX5E3L.MI,EURO STOXX 50 DAILY LEVERAGE 3 EUR NET RETURN,0.0069,EQUITY LEVERAGED LONG 3X,SOCIETE GENERALE,ETN,XS1101724513
907,IE00BLS09N40,BOOST EURO STOXX BANKS 3X LEVERAGE DAILY,3BAL.MI,EURO STOXX BANKS DAILY TRIPLE LEVERAGE TRN,0.0089,EQUITY LEVERAGED LONG 3X,BOOST,ETN,IE00BLS09N40
908,JE00B8NCRX09,ETFS 3X DAILY LONG FTSE CHINA 50,CH3L.MI,FTSE CHINA 50 3X DAILY SHORT,0.0103,EQUITY LEVERAGED LONG 3X,ETFS SECURITIES,ETN,JE00B8NCRX09
909,IE00BYTYHQ58,BOOST SP500 VIX SH-TER FUT 2.25X LEV DAY,VIXL.MI,S&P 500 VIX SHORT-TERM FUTURES INDEX ER,0.0099,EQUITY LEVERAGED LONG 3X,BOOST,ETN,IE00BYTYHQ58
910,IE00BYTYHN28,BOOST EMERGING MKT 3X LEVERAGE DAILY ETP,3EML.MI,BNP PARIBAS EMERGING EQUITIES FUTURES INDEX,0.0099,EQUITY LEVERAGED LONG 3X,BOOST,ETN,IE00BYTYHN28
911,IE00B8GKPP93,BOOST SHORTDAX 3X DAILY,3DES.MI,SHORTDAX X3 TR EUR,0.008,EQUITY LEVERAGED SHORT 3X,BOOST,ETN,IE00B8GKPP93
912,IE00B8JF9153,BOOST EURO STOXX 50 3X SHORT DAILY,3EUS.MI,EURO STOXX 50 DAILY SHORT 3 EUR GROSS RETURN,0.008,EQUITY LEVERAGED SHORT 3X,BOOST,ETN,IE00B8JF9153
913,IE00B873CW36,BOOST FTSE MIB 3X SHORT DAILY,3ITS.MI,FTSE MIB ULTRA SHORT STRATEGY RT GR,0.008,EQUITY LEVERAGED SHORT 3X,BOOST,ETN,IE00B873CW36
914,IE00B8VZVH32,BOOST NASDAQ 100 3X SHORT DAILY,QQQS.MI,NASDAQ-100 3X INVERSE TR,0.008,EQUITY LEVERAGED SHORT 3X,BOOST,ETN,IE00B8VZVH32
915,IE00B8K7KM88,BOOST S&P500 3X SHORT DAILY,3USS.MI,S&P 500 TRN USD,0.008,EQUITY LEVERAGED SHORT 3X,BOOST,ETN,IE00B8K7KM88
916,JE00B7QK5303,ETFS 3X DAILY SHORT FTSE 100,UK3S.MI,FTSE 100 DAILY ULTRA SHORT STRATEGY GROSS TR,0.0082,EQUITY LEVERAGED SHORT 3X,ETFS SECURITIES,ETN,JE00B7QK5303
917,JE00B83F5M43,ETFS 3X DAILY SHORT CAC 40,FR3S.MI,CAC 40 X3 SHORT GR,0.0082,EQUITY LEVERAGED SHORT 3X,ETFS SECURITIES,ETN,JE00B83F5M43
918,JE00B894R074,ETFS 3X DAILY SHORT FTSE MIB,IT3S.MI,FTSE MIB ULTRA SHORT STRATEGY RT GR,0.0082,EQUITY LEVERAGED SHORT 3X,ETFS SECURITIES,ETN,JE00B894R074
919,JE00B97CQD62,ETFS 3X DAILY SHORT EURO STOXX 50,EU3S.MI,EURO STOXX 50 DAILY SHORT 3 EUR GROSS RETURN,0.0082,EQUITY LEVERAGED SHORT 3X,ETFS SECURITIES,ETN,JE00B97CQD62
920,JE00B984KF15,ETFS 3X DAILY SHORT DAX 30,GE3S.MI,SHORTDAX X3 TR EUR,0.0082,EQUITY LEVERAGED SHORT 3X,ETFS SECURITIES,ETN,JE00B984KF15
921,XS1101724869,SG ETC FTSE MIB -3X DAILY SHT COLLATERAL,MIB3S.MI,FTSE MIB ULTRA SHORT STRATEGY RT GR,0.0069,EQUITY LEVERAGED SHORT 3X,SOCIETE GENERALE,ETN,XS1101724869
922,XS1101722228,SG ETC DAX -3X DAILY SHORT COLLATERAL,DAX3S.MI,SHORTDAX X3 TR EUR,0.0069,EQUITY LEVERAGED SHORT 3X,SOCIETE GENERALE,ETN,XS1101722228
924,IE00BLS09P63,BOOST EURO STOXX BANKS 3X SHORT DAILY,3BAS.MI,EURO STOXX BANKS DAILY TRIPLE SHORT TR,0.0089,EQUITY LEVERAGED SHORT 3X,BOOST,ETN,IE00BLS09P63
925,JE00B97D3F07,ETFS 3X DAILY SHORT FTSE CHINA 50,CH3S.MI,FTSE CHINA 50 3X DAILY LEVERAGED,0.0103,EQUITY LEVERAGED SHORT 3X,ETFS SECURITIES,ETN,JE00B97D3F07
926,IE00BYTYHM11,BOOST EMERGING MKT 3X SHORT DAILY ETP,3EMS.MI,BNP PARIBAS EMERGING EQUITIES FUTURES INDEX,0.0099,EQUITY LEVERAGED SHORT 3X,BOOST,ETN,IE00BYTYHM11
927,JE00B2NFT427,ETFS 2X DAILY LONG AGRICULTURE,LAGR.MI,BLOOMBERG AGRICULTURE SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LAGR.MI
928,JE00B2NFTC05,ETFS 2X DAILY LONG ALUMINIUM,LALU.MI,DOW JONES-UBS ALUMINUM SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LALU.MI
929,JE00B2NFTF36,ETFS 2X DAILY LONG COPPER,LCOP.MI,DOW JONES-UBS COPPER SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LCOP.MI
930,JE00B2NFTL95,ETFS 2X DAILY LONG GOLD,LBUL.MI,DOW JONES-UBS GOLD SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LBUL.MI
931,JE00B2NFTS64,ETFS 2X DAILY LONG SILVER,LSIL.MI,DOW JONES-UBS SILVER SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LSIL.MI
932,JE00B2NFV134,ETFS 2X DAILY LONG PLATINUM,LPLA.MI,DOW JONES-UBS PLATINUM SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LPLA.MI
933,JE00B2NFV571,ETFS 2X DAILY LONG ALL COMMODITIES,LALL.MI,BLOOMBERG COMMODITY INDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LALL.MI
935,JE00B2NFV803,ETFS 2X DAILY LONG COCOA,LCOC.MI,DOW JONES-UBS COCOA SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LCOC.MI
936,JE00B2NFTG43,ETFS 2X DAILY LONG CORN,LCOR.MI,DOW JONES-UBS CORN SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LCOR.MI
937,JE00B2NFTH59,ETFS 2X DAILY LONG COTTON,LCTO.MI,DOW JONES-UBS COTTON SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LCTO.MI
938,JE00B2NFTK88,ETFS 2X DAILY LONG GASOLINE,LGAS.MI,DOW JONES-UBS UNLEADED GASOLINE SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LGAS.MI
939,JE00B2NFTM03,ETFS 2X DAILY LONG HEATING OIL,LHEO.MI,DOW JONES-UBS HEATING OIL SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LHEO.MI
940,JE00B2NFTP34,ETFS 2X DAILY LONG LIVE CATTLE,LLCT.MI,DOW JONES-UBS LIVE CATTLE SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LLCT.MI
941,JE00B2NFTZ32,ETFS 2X DAILY LONG LEAD,LLEA.MI,DOW JONES-UBS LEAD SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LLEA.MI
944,JE00B2NFTW01,ETFS 2X DAILY LONG SUGAR,LSUG.MI,DOW JONES-UBS SUGAR SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LSUG.MI
945,JE00B2NFTT71,ETFS 2X DAILY LONG SOYBEAN OIL,LSYO.MI,DOW JONES-UBS SOYBEAN OIL SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LSYO.MI
946,JE00B2NFV241,ETFS 2X DAILY LONG TIN,LTIM.MI,DOW JONES-UBS TIN SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LTIM.MI
947,JE00B2NFTY25,ETFS 2X DAILY LONG ZINC,LZIC.MI,DOW JONES-UBS ZINC SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LZIC.MI
948,JE00B2NFT757,ETFS 2X DAILY LONG GRAINS,LGRA.MI,BLOOMBERG GRAINS SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LGRA.MI
949,JE00B2NFV688,ETFS 2X DAILY LONG INDUSTRIAL METAL,LIME.MI,BLOOMBERG INDUSTRIAL METALS SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LIME.MI
950,JE00B2NFT864,ETFS 2X DAILY LONG LIVESTOCK,LLST.MI,BLOOMBERG LIVESTOCK SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LLST.MI
951,JE00B2NFT641,ETFS 2X DAILY LONG EX-ENERGY,LNEY.MI,BLOOMBERG EXENERGY SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LNEY.MI
952,JE00B2NFT534,ETFS 2X DAILY LONG ENERGY,LNRG.MI,BLOOMBERG ENERGY SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LNRG.MI
953,JE00B2NFV795,ETFS 2X DAILY LONG PRECIOUS METALS,LPMT.MI,BLOOMBERG PRECIOUS METALS SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LPMT.MI
954,JE00B2NFTB97,ETFS 2X DAILY LONG SOFTS,LSFT.MI,BLOOMBERG SOFTS SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LSFT.MI
955,IE00B94QLN63,BOOST PALLADIUM 2X LEVERAGE DAILY,2PAL.MI,NASDAQ COMMODITY PALLADIUM ER,0.0095,ETC LEVERAGED,BOOST,ETC,IE00B94QLN63
956,IE00BVFZGG42,BOOST WTI OIL 2X LEVERAGE DAILY ETP,2OIL.MI,NASDAQ COMMODITY CRUDE OIL ER,0.0065,ETC LEVERAGED,BOOST,ETC,IE00BVFZGG42
957,JE00BDD9Q733,ETFS 2X DAILY LONG PETROLEUM,LPET.MI,BLOOMBERG PETROLEUM SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LPET.MI
958,JE00BDD9Q840,ETFS 2X DAILY LONG WTI CRUDE OIL,LOIL.MI,DOW JONES-UBS WTI CRUDE OIL SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,JE00BDD9Q840
