,isin,nome,ticker,benchmark,ter,areaBenchmark,emittente,strumento,dataSource,startDate,endDate,volAvg
580,IE00B60SX063,INVESCO STOXX EUROPE MID 200 UCITS ETF,SDJMID.MI,STOXX EUROPE MID 200 INDEX,0.0035,AZIONARIO EUROPA - AREA,INVESCO,ETF,SDJMID.MI,2017-12-01,2019-04-04,112
581,IE00B60SWZ49,INVESCO STOXX EUROPE SMALL 200 UCITS ETF,PSSSML.MI,STOXX EUROPE SMALL 200 NTR,0.0035,AZIONARIO EUROPA - AREA,INVESCO,ETF,IE00B60SWZ49,2017-11-03,2019-04-04,33
582,IE00B4L60045,ISHARES EU COR BOND 1-5YR UCITS ETF DIST,SE15.MI,BARCLAYS EURO CORPORATE BOND 1- 5 YEAR,0.002,OBBLIGAZIONARIO CORPORATE - EURO,ISHARES,ETF,SE15.MI,2010-01-22,2019-04-04,42283
583,IE00B4WXJJ64,ISHARES CORE EU GOVT BOND UCITS ETF DIST,SEGA.MI,BARCLAYS EURO TREASURY BOND TR,0.002,TITOLI DI STATO - EURO,ISHARES,ETF,SEGA.MI,2010-02-02,2019-04-04,4838
584,LU1812092168,LYXOR STX EUROPE SELECT DIV 30 UCITS ETF,SEL.MI,STOXX EUROPE SELECT DIVIDEND 30 TRN,0.003,AZIONARIO STYLE (SVILUPPATI),LYXOR,ETF,SEL.MI,2007-02-02,2019-04-04,6009
585,IE00B4L5YC18,ISHARES MSCI EM UCITS ETF USD ACC,SEMA.MI,MSCI EMERGING MARKETS TRN INDEX,0.0075,AZIONARIO EMERGENTI - MONDO,ISHARES,ETF,SEMA.MI,2010-01-21,2019-04-04,21818
586,IE00B5M4WH52,ISHARES JP MOR EM LOC GOV BOND UCITS ETF,SEML.MI,JP MORGAN GBI-EM GLOBAL DIVERSIFIED 10%CAP 1%FLOOR,0.005,TITOLI DI STATO - EMERGENTI,ISHARES,ETF,IE00B5M4WH52,2011-10-17,2019-04-04,104749
587,IE00BC7GZW19,SPDR BL BAR 0-3Y EUR CORP BOND UCITS ETF,SEUC.MI,BARCLAYS 0-3 EURO CORPORATE BOND TR,0.002,OBBLIGAZIONARIO CORPORATE - EURO,SPDR,ETF,IE00BC7GZW19,2014-01-27,2019-04-04,40785
588,LU0879397742,UBS SBI FOR AAA-BBB 1-5 UCITS ETF A-DIS,SF1EUA.MI,SBI FOREIGN AAA-BBB 1-5 TR,0.002,OBBLIGAZIONARIO MISTO,UBS ETF,ETF,SF1EUA.MI,2013-09-10,2019-04-04,629
589,LU0879399441,UBS SBI FOR AAA-BBB 5-10 UCITS ETF A-DIS,SF5EUA.MI,SBI FOREIGN AAA-BBB 5-10 TR,0.002,OBBLIGAZIONARIO MISTO,UBS ETF,ETF,SF5EUA.MI,2013-09-10,2019-04-04,1436
590,LU1645385839,UBS J.P. MORGAN US EM DIV 1-5 UCITS ETF,SHEMB.MI,JP MORGAN USD EM DIVERSIFIED 3% CAPPED 1-5 Y BOND,0.0042,TITOLI DI STATO - EMERGENTI,UBS ETF,ETF,LU1645385839,2017-11-22,2019-04-04,23971
592,IE00B99FL386,SPDR BL BAR 0-5Y US HY BOND UCITS ETF,SJNK.MI,BARCLAYS US HIGH YIELD 0-5 YEAR (EX 144A) TR,0.004,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,SPDR,ETF,IE00B99FL386,2014-01-27,2019-04-04,5037
593,IE00B4L5YX21,ISHARES CORE MSCI JAP IMI UCITS ETF ACC,SJPA.MI,MSCI JAPAN INVESTABLE MARKET TRN (IMI),0.002,AZIONARIO PACIFICO,ISHARES,ETF,SJPA.MI,2010-01-21,2019-04-04,54948
594,IE00BDDRF924,HAN-GINS CLOUD TECHNOLOGY UCITS ETF,SKYY.MI,SOLACTIVE CLOUD TECHNOLOGY INDEX,0.0075,AZIONARIO TEMATICI,HANETF,ETF,SKYY.MI,2018-10-11,2019-04-04,946
595,IE00BKWQ0M75,SPDR MSCI EUROP SMALL CAP UCITS ETF,SMCX.MI,MSCI EUROPE SMALL CAP NTR,0.003,AZIONARIO STYLE (SVILUPPATI),SPDR,ETF,IE00BKWQ0M75,2014-12-10,2019-04-04,91
596,IE00B4K48X80,ISHARESCOREMSCIEUROPE€(ACC) UCITS ETF,SMEA.MI,MSCI TRN EUROPE INDEX,0.0012,AZIONARIO EUROPA - AREA,ISHARES,ETF,SMEA.MI,2010-02-11,2019-04-04,35167
599,IE00B60SWY32,INVESCO MSCI EUROPE UCITS ETF,SMSEUR.MI,MSCI TRN EUROPE INDEX,0.0019,AZIONARIO EUROPA - AREA,INVESCO,ETF,SMSEUR.MI,2014-09-05,2019-04-04,138
600,IE00B60SX287,INVESCO MSCI JAPAN UCITS ETF,SMSJPN.MI,MSCI TRN JAPAN INDEX,0.0019,AZIONARIO PACIFICO,INVESCO,ETF,SMSJPN.MI,2014-09-05,2019-04-04,11
601,IE00B60SX394,INVESCO MSCI WORLD UCITS ETF,SMSWLD.MI,MSCI TRN WORLD INDEX,0.0019,AZIONARIO MONDO,INVESCO,ETF,SMSWLD.MI,2014-09-05,2019-04-04,64723
602,LU1589350070,AMUNDI US EQ MUL SM SC BETA UCITS ETF DR,SMTU.MI,SCIENTIFIC BETA US MULTI-BETA-STRATEGY 4-FACTORERC,0.0033,AZIONARIO NORD AMERICA,AMUNDI,ETF,LU1589350070,2017-08-08,2019-04-04,3
603,IE00B7K93397,UBS (IRL) S&P 500 UCITS ETF A-DIS,SP5EUY.MI,S&P 500 TRN USD,0.0012,AZIONARIO NORD AMERICA,UBS ETF,ETF,IE00B7K93397,2013-01-14,2019-04-04,13
604,LU0599612685,OSSIAM US MIN VARIANCE ESG NR UCITS ETF,SPMV.MI,US ESG MINIMUM VARIANCE NR,0.0065,AZIONARIO NORD AMERICA,OSSIAM,ETF,SPMV.MI,2011-07-01,2019-04-04,240
605,IE00BX8ZXS68,INVESCO S&P 500 VEQTOR UCITS ETF,SPVX.MI,S&P 500 DYNAMIC VEQTOR TRN,0.0039,FLESSIBILE,INVESCO,ETF,IE00BX8ZXS68,2015-06-19,2019-04-04,6
607,IE00BYML9W36,INVESCO S&P 500 UCITS ETF - B,SPXD.MI,S&P 500 TRN USD,0.0005,AZIONARIO NORD AMERICA,INVESCO,ETF,IE00BYML9W36,2017-11-13,2019-04-04,2244
609,LU0959211243,LYXOR S&P 500 DAI EU HED UCITS ETF DIST,SPXH.MI,S&P 500 DAILY EURO HEDGED TRN,0.0015,AZIONARIO NORD AMERICA,LYXOR,ETF,LU0959211243,2013-10-30,2019-04-04,6572
610,IE00B4WXJD03,ISHARES MSCI PACIFIC EX-J UCITS ETF DIST,SPXJ.MI,MSCI PACIFIC EX JAPAN TRN INDEX,0.006,AZIONARIO PACIFICO,ISHARES,ETF,SPXJ.MI,2010-01-29,2019-04-04,2090
611,IE00B3YCGJ38,INVESCO S&P 500 UCITS ETF,SPXS.MI,S&P 500 TRN USD,0.0005,AZIONARIO NORD AMERICA,INVESCO,ETF,SPXS.MI,2014-09-05,2019-04-04,2204
612,IE00B4YBJ215,SPDR S&P 400 US MID CAP UCITS ETF,SPY4.MI,S&P MIDCAP 400 TRN,0.003,AZIONARIO NORD AMERICA,SPDR,ETF,IE00B4YBJ215,2014-01-27,2019-04-04,1268
613,IE00B6YX5C33,SPDR S&P 500 UCITS ETF,SPY5.MI,S&P 500 TRN USD,0.0009,AZIONARIO NORD AMERICA,SPDR,ETF,SPY5.MI,2012-04-12,2019-04-04,5623
614,IE00B60SX402,INVESCO RUSSELL 2000 UCITS ETF,SR2000.MI,RUSSELL 2000 TRN INDEX,0.0045,AZIONARIO NORD AMERICA,INVESCO,ETF,SR2000.MI,2014-09-05,2019-04-04,1926
618,LU0969639128,UBS BL BAR EU 1-10Y TREA UCITS ETF A-DIS,SS1EUA.MI,BLOOMBERG BARCLAYS EUR TREASURY 1-10 BOND,0.0017,TITOLI DI STATO - EURO,UBS ETF,ETF,LU0969639128,2014-01-13,2019-04-04,136411
620,IE00BF8HV600,PIMCO SH-TERM HIGH YLD EUR HED UCITS ETF,STHE.MI,BOFA MERRILL L 0-5 YEAR US HIGH Y CONSTR EUR HED,0.006,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,INVESCO,ETF,IE00BF8HV600,2014-09-05,2019-04-04,21614
621,IE00B7N3YW49,PIMCO SHT-TERM HIGHYIELD UCITS ETF (USD),STHY.MI,BOFA MERRILL L 0-5 YEAR US HIGH YIELD CONSTRAINED,0.0055,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,INVESCO,ETF,IE00B7N3YW49,2015-04-17,2019-04-04,5601
622,IE00BKWQ0K51,SPDR MSCI EUROP TECHNOLOGY UCITS ETF,STKX.MI,MSCI EUROPE INFORMATION TECHNOLOGY,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0K51,2014-12-10,2019-04-04,358
623,IE00BKWQ0F09,SPDR MSCI EUROP ENERGY UCITS ETF,STNX.MI,MSCI EUROPE ENERGY 35/20 CAPPED,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0F09,2014-12-10,2019-04-04,1373
624,IE00BKWQ0L68,SPDR MSCI EUROP MATERIALS UCITS ETF,STPX.MI,MSCI EUROPE MATERIALS,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0L68,2014-12-10,2019-04-04,1
625,IE00BKWQ0J47,SPDR MSCI EUROP INDUSTRIALS UCITS ETF,STQX.MI,MSCI EUROPE INDUSTRIAL,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0J47,2014-12-10,2019-04-04,2
626,IE00BKWQ0C77,SPDR MSCI EUROP CONSUM DISCRET UCITS ETF,STRX.MI,MSCI EUROPE CONSUMER DISCRETIONARY,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0C77,2014-12-10,2019-04-04,720
627,IE00BKWQ0D84,SPDR MSCI EUROP CONSUM STAPLES UCITS ETF,STSX.MI,MSCI EUROPE CONSUMER STAPLES,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0D84,2014-12-10,2019-04-04,323
628,IE00BKWQ0N82,SPDR MSCI EUROPE COMMUNICATION UCITS ETF,STTX.MI,MSCI EUROPE COMMUNICATION SERVICES INDEX,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0N82,2014-12-10,2019-04-04,24
629,IE00BKWQ0P07,SPDR MSCI EUROP UTILITIES UCITS ETF,STUX.MI,MSCI EUROPE UTILITIES,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0P07,2014-12-10,2019-04-04,155
630,IE00BKWQ0H23,SPDR MSCI EUROP HEALTH CARE UCITS ETF,STWX.MI,MSCI EUROPE HEALTH CARE,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0H23,2014-12-10,2019-04-04,144
631,IE00BKWQ0G16,SPDR MSCI EUROP FINANCIALS UCITS ETF,STZX.MI,MSCI EUROPE FINANCIALS,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0G16,2014-12-10,2019-04-04,5873
632,IE00BC7GZX26,SPDR BL BAR 0-3 Y US CORP BOND UCITS ETF,SUSC.MI,BARCLAYS 0-3 YEAR US CORPORATE BOND TR,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,SPDR,ETF,IE00BC7GZX26,2014-01-27,2019-04-04,394
633,LU0977261329,UBS MSCI SWITZERL 20/35 UCITS ETF A-ACC,SW2CHB.MI,MSCI SWITZERLAND 20/35 TRN,0.002,AZIONARIO EUROPA - SINGOLI PAESI,UBS ETF,ETF,LU0977261329,2013-12-02,2019-04-04,26487
634,IE00B4L5Y983,ISHARES CORE MSCI WORLD UCITS ETF ACC,SWDA.MI,MSCI TRN WORLD INDEX,0.002,AZIONARIO MONDO,ISHARES,ETF,SWDA.MI,2010-02-01,2019-04-04,132219
636,IE00BWBXM831,SPDR S&P US MATERIALS SEL SECT UCITS ETF,SXLB.MI,S&P MATERIALS SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM831,2016-02-23,2019-04-04,1248
637,IE00BFWFPX50,SPDR S&P US COMMUNIC SEL SEC UCITS ETF,SXLC.MI,S&P COMMUNIC SERV SELECT SECTOR DAILY CAPPED 25/20,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,SXLC.MI,2018-08-31,2019-04-04,5353
638,IE00BWBXM492,SPDR S&P US ENERGY SEL SECTOR UCITS ETF,SXLE.MI,S&P ENERGY SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM492,2017-11-21,2019-04-04,2753
639,IE00BWBXM500,SPDR S&P US FINANCIALS SEL SEC UCITS ETF,SXLF.MI,S&P FINANCIALS SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM500,2016-02-23,2019-04-04,2629
640,IE00BWBXM724,SPDR S&P US INDUSTRIAL SEL SEC UCITS ETF,SXLI.MI,S&P INDUSTRIALS SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM724,2016-02-23,2019-04-04,13790
641,IE00BWBXM948,SPDR S&P US TECHNOLOGY SEL SEC UCITS ETF,SXLK.MI,S&P TECHNOLOGY SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM948,2016-02-23,2019-04-04,4009
642,IE00BWBXM385,SPDR S&P US CONS STAPL SEL SEC UCITS ETF,SXLP.MI,S&P CONSUMER STAPLES SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM385,2016-02-23,2019-04-04,2323
643,IE00BWBXMB69,SPDR S&P US UTILITIES SEL SECT UCITS ETF,SXLU.MI,S&P UTILITIES SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXMB69,2016-02-23,2019-04-04,5079
644,IE00BWBXM617,SPDR S&P US HEALT CARE SEL SEC UCITS ETF,SXLV.MI,S&P HEALTH CARE SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM617,2016-02-23,2019-04-04,3719
645,IE00BWBXM278,SPDR S&P US CONS DISCR SEL SEC UCITS ETF,SXLY.MI,S&P CONSUMER DISCRETIONARY SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM278,2016-02-23,2019-04-04,768
649,LU1834988609,LYXOR STOXX EU600 TELECOM UCITS ETF,TELE.MI,STOXX EUROPE 600 TELECOMMUNICATIONS TRN,0.003,AZIONARIO SETTORIALI (SVILUPPATI),LYXOR,ETF,TELE.MI,2006-11-22,2019-04-04,4403
650,LU0533034129,LYXOR MSCI WLD COMMUNIC TR UCITS ETF,TELEW.MI,MSCI WORLD COMMUNICATION SERVICES TRN INDEX,0.003,AZIONARIO SETTORIALI (SVILUPPATI),LYXOR,ETF,TELEW.MI,2010-10-04,2019-04-04,305
651,LU1459802754,UBS BLOOM BARC TIPS 10+ UCITS ETF A-DIS,TIP10D.MI,BLOOMBERG BARCLAYSCAPITALUSGOV10YINFLLINKBONDINDTR,0.002,INFLAZIONE,UBS ETF,ETF,LU1459802754,2016-11-10,2019-04-04,542
652,LU1459801434,UBS BL BAR TIPS 1-10 UCITS ETF A-DIS,TIP1D.MI,BLOOMBERG BARCLAYS CAPITALUSGOV1-10YINFLLINKBONDTR,0.0015,INFLAZIONE,UBS ETF,ETF,LU1459801434,2016-11-10,2019-04-04,3230
653,LU1459801780,UBS BL BAR TIPS 1-10 UCITS ETF EUR HED,TIP1E.MI,BLOOMBERG BARCLAYSCAPITALUSGOV1-10YINFLLINKBONDEUH,0.002,INFLAZIONE,UBS ETF,ETF,LU1459801780,2016-12-12,2019-04-04,57806
655,LU1452600270,LYXOR CORE US TIPS DR UCITS ETF DIST,TIPU.MI,BARCLAYS U.S. GOV INFLATION-LINKED ALL BONDS TR,0.0009,INFLAZIONE,LYXOR,ETF,LU1452600270,2017-02-07,2019-04-04,506
664,IE00BYSZ5R67,SPDR BARCL 3-5 Y US TREASURY UCITS ETF,TRS5.MI,BARCLAYS CAPITAL US 3-5 YEAR TREASURY BOND TR,0.0015,TITOLI DI STATO - NON EURO,SPDR,ETF,IE00BYSZ5R67,2017-01-24,2019-04-04,2346
665,IE00BYSZ5T81,SPDR BARCL 7-10 Y US TREASURY UCITS ETF,TRSX.MI,BLOOMBERG BARCLAYS US 7-10 YEAR TREASURY BOND TR,0.0015,TITOLI DI STATO - NON EURO,SPDR,ETF,IE00BYSZ5T81,2017-01-24,2019-04-04,1601
667,LU1834988781,LYXOR STX EU600 TRAVEL&LEISURE UCITS ETF,TRVL.MI,STOXX EUROPE 600 TRAVEL & LEISURE TRN,0.003,AZIONARIO SETTORIALI (SVILUPPATI),LYXOR,ETF,TRVL.MI,2006-11-22,2019-04-04,832
668,LU1900067601,LYXOR MSCI TURKEY UCITS ETF A,TUR.MI,MSCI TURKEY TRN,0.0065,AZIONARIO EMERGENTI - EST EUROPA,LYXOR,ETF,TUR.MI,2006-11-20,2019-04-04,5209
671,LU1407887329,LYXOR $ TREAS 1-3Y DR EU H UCITS ETF DIS,US13H.MI,MARKIT IBOXX USD TREAS 1-3MIDPRICE TCA(EUR HEDGED),0.0015,TITOLI DI STATO - NON EURO,LYXOR,ETF,LU1407887329,2017-04-13,2019-04-04,3655
672,LU1525418726,AMUNDI BAR US CORP BBB 1-5 UCITS ETF DR,UBBB.MI,BARCLAYS US CORPORATE BBB 1-5 YEAR,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,AMUNDI,ETF,LU1525418726,2017-04-05,2019-04-04,2318
674,LU1792117696,LYXOR MSCI USA ESG TREND L DR UCITS ETF,UESG.MI,MSCI USA SELEC ESG RATING AND TREND LEADERS NR USD,0.0025,AZIONARIO TEMATICI,LYXOR,ETF,UESG.MI,2018-09-11,2019-04-04,40
676,IE00BDRTCQ08,INVESCO USD FLOAT RATE NOTE UCITS ETF D,UFLT.MI,BLOOMBERG BARCLAYS US CORPORATE FRN 500 MM LIQ BON,0.001,OBBLIGAZIONARIO CORPORATE - NON EURO,INVESCO,ETF,UFLT.MI,2018-09-17,2019-04-04,1157
677,LU1879532940,LYXOR INVERSE US 10Y INFLATION UCITS ETF,UINE.MI,IBOXX USD INVERSE BREAKEVEN 10-YEAR INFLATION,0.0035,INFLAZIONE,LYXOR,ETF,UINE.MI,2018-12-13,2019-04-04,24
678,LU0950671239,UBS MSCI UK EUR HEDGED UCITS ETF A-ACC,UKEUBH.MI,MSCI UNITED KINGDOM 100% HEDGED TO EUR TRN,0.003,AZIONARIO EUROPA - SINGOLI PAESI,UBS ETF,ETF,LU0950671239,2013-10-28,2019-04-04,29747
679,LU0950670850,UBS MSCI UK UCITS ETF GBP A-ACC,UKGBPB.MI,MSCI UK TRN,0.002,AZIONARIO EUROPA - SINGOLI PAESI,UBS ETF,ETF,UKGBPB.MI,2019-01-04,2019-04-04,12887
682,IE00BD6GCF16,FIRST TRUST US EQUITY INCOME UCITS ETF B,UNCA.MI,NASDAQ US HIGH EQUITY INCOME NET TOTAL RETURN,0.0055,AZIONARIO NORD AMERICA,FIRST TRUST,ETF,IE00BD6GCF16,2017-07-31,2019-04-04,300
687,LU1407890620,LYXOR $ TREASURIES 10Y+ DR UCITS ETF,US10.MI,IBOXX US TREASURIES 10Y+ MID PRICE TR,0.0007,TITOLI DI STATO - NON EURO,LYXOR,ETF,US10.MI,2011-01-17,2019-04-04,499
688,LU1407887162,LYXOR CORE IBX $ TREAS 1-3Y DR UCITS ETF,US13.MI,MARKIT IBOXX USD TREASURIES 1-3 MID PRICE TCA TRI,0.0007,TITOLI DI STATO - NON EURO,LYXOR,ETF,LU1407887162,2011-01-12,2019-04-04,1109
690,LU1407888996,LYXOR CORE IBX $ TREAS 5-7Y DR UCITS ETF,US57.MI,MARKIT IBOXX USD TREASURIES 5-7 MID PRICE TCA TRI,0.0007,TITOLI DI STATO - NON EURO,LYXOR,ETF,LU1407888996,2011-01-12,2019-04-04,2468
692,LU0136234654,UBS MSCI USA UCITS ETF A-DIS,USAEUA.MI,MSCI USA,0.0014,AZIONARIO NORD AMERICA,UBS ETF,ETF,USAEUA.MI,2010-06-08,2019-04-04,710
693,IE00B77D4428,UBS (IRL) MSCI USA UCITS ETF A-DIS,USAEUY.MI,MSCI TRN USA INDEX,0.0014,AZIONARIO NORD AMERICA,UBS ETF,ETF,IE00B77D4428,2013-01-14,2019-04-04,18694
694,IE00BD4TXS21,UBS MSCI USA UCITS ETF USD ACC,USAUSW.MI,MSCI TRN USA INDEX,0.0014,AZIONARIO NORD AMERICA,UBS ETF,ETF,USAUSW.MI,2019-01-04,2019-04-04,2936
695,IE00B3VY0M37,SPDR BARCL US CORPORATE BOND UCITS ETF,USCO.MI,BARCLAYS U.S. CORPORATE BOND INDEX,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,SPDR,ETF,IE00B3VY0M37,2017-01-24,2019-04-04,354
696,IE00B6YX5D40,SPDR S&P US DIV ARISTOCRATS UCITS ETF,USDV.MI,S&P HIGH YIELD DIVIDEND ARISTOCRATS NTR,0.0035,AZIONARIO STYLE (SVILUPPATI),SPDR,ETF,USDV.MI,2012-04-12,2019-04-04,9012
697,IE00BD4TYG73,UBS MSCI USA EUR HEDGED UCITS ETF A-ACC,USEUWH.MI,MSCI USA 100% HEDGED TO EUR TRN,0.0019,AZIONARIO NORD AMERICA,UBS ETF,ETF,IE00BD4TYG73,2013-12-02,2019-04-04,27814
698,IE00BDGV0308,UBS (IRL) MSCI USA SEL FAC MIX UCITS ETF,USFMD.MI,MSCI USA SELECT FACTOR MIX TRN,0.003,AZIONARIO STYLE (SVILUPPATI),UBS ETF,ETF,IE00BDGV0308,2017-07-06,2019-04-04,55361
700,LU1435356149,LYXOR BOFAML $ HIGH YIELD UCITS ETF DIST,USHY.MI,BOFA MERRILL L US HIGH YIELD CONSTRAINED,0.003,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,LYXOR,ETF,LU1435356149,2017-02-07,2019-04-04,208
701,LU1285959703,LYXOR USD LIQ IG CORPORAT UCITS ETF DIST,USIG.MI,MARKIT IBOXX USD LIQUID INV GRADE 150 MID PRICETCA,0.0015,OBBLIGAZIONARIO CORPORATE - NON EURO,LYXOR,ETF,LU1285959703,2015-10-09,2019-04-04,1093
702,LU1285960032,LYXOR USD LIQ IG COR EU HE UCITS ETF DIS,USIH.MI,MARKIT IBOXX USD LIQ INV GR 150 MID PRICETCA EURHE,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,LYXOR,ETF,LU1285960032,2016-07-08,2019-04-04,1200
704,IE00BDGV0746,UBS MSCI US SEL FAC MIX UCITS ETF EU HED,USMUFE.MI,MSCI USA SELECT FACTOR MIX 100% HEDGED TO EUR NR,0.004,AZIONARIO STYLE (SVILUPPATI),UBS ETF,ETF,USMUFE.MI,2018-04-27,2019-04-04,2742
705,LU1861136247,AMUNDI MSCI USA SRI UCITS ETF DR,USRI.MI,MSCI USA SRI,0.0018,AZIONARIO TEMATICI,AMUNDI,ETF,USRI.MI,2018-11-27,2019-04-04,50
706,LU1280303014,UBS MSCI USA SOC RESP UCITS ETF EUR HED,USSRF.MI,MSCI USA SOCIALLY RESPONSIBLE 5% CAP 100%H EUR TRN,0.0043,AZIONARIO TEMATICI,UBS ETF,ETF,LU1280303014,2016-09-13,2019-04-04,5759
708,LU1459800113,UBS BL BA US 10+Y TR UCITS ETF EU H A-DI,UST10F.MI,BLOOMBERG BARCLAYS CAPITALUS10+YTREABONDHEDGEEURTR,0.0025,TITOLI DI STATO - NON EURO,UBS ETF,ETF,LU1459800113,2016-11-10,2019-04-04,18971
709,LU1324510525,UBS BL BAR US 1-3Y TREA UCITS ETF EU HED,UST1F.MI,BLOOMBERG BARCLAYS US 1-3 YEAR TREAS BOND HED TR,0.0017,TITOLI DI STATO - NON EURO,UBS ETF,ETF,LU1324510525,2016-02-16,2019-04-04,1599
710,IE00B78JSG98,UBS (IRL) MSCI USA VALUE UCITS ETF A-DIS,USVEUY.MI,MSCI USA VALUE TRN,0.0035,AZIONARIO STYLE (SVILUPPATI),UBS ETF,ETF,IE00B78JSG98,2013-01-14,2019-04-04,2202
711,LU1435356495,LYXOR BOFAML $ HI YLD EU H UCITS ETF DIS,USYH.MI,BOFA MERRILL L US HIGH Y CONST EUR HED INDEX,0.004,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,LYXOR,ETF,LU1435356495,2016-12-06,2019-04-04,2217
712,LU0721552544,UBS BL BAR US 1-3Y TREAS UCITS ETF A-DIS,UT1EUA.MI,BLOOMBERG BARCLAYS US 1-3 YEAR TREASURY BOND TR,0.0012,TITOLI DI STATO - NON EURO,UBS ETF,ETF,LU0721552544,2013-01-14,2019-04-04,960
713,LU0721552973,UBS BL BAR US 7-10Y TREA UCITS ETF A-DIS,UT7EUA.MI,BLOOMBERG BARCLAYS US 7-10 YEAR TREASURY BOND TR,0.0012,TITOLI DI STATO - NON EURO,UBS ETF,ETF,LU0721552973,2013-01-14,2019-04-04,110
718,LU1598690169,LYXOR MSCI EMU VALUE DR UCITS ETF DIST,LEMU.MI,MSCI EMU VALUE TRN,0.004,AZIONARIO STYLE (SVILUPPATI),LYXOR,ETF,LU1598690169,2005-09-30,2019-04-04,704
737,IE00BYMLZY74,WISDOMTREE ENHANC COMM USD ACC UCITS ETF,WCOA.MI,OPTIMISED ROLL COMMODITY TOTAL RETURN INDEX,0.0035,COMMODITIES,WISDOMTREE,ETF,IE00BYMLZY74,2016-06-09,2019-04-04,2565
738,IE00BG88WG77,WISDOMTREE ENH COMMOD UCITS ETF EUR HDG,WCOE.MI,OPTIMIZED ROLL COMMODITY MONTHLY EUR-HDG TOTAL RET,0.0035,COMMODITIES,WISDOMTREE,ETF,WCOE.MI,2018-08-17,2019-04-04,81
740,IE00BYTRR970,SPDR MSCI WORLD FINANCIALS UCITS ETF,WFIN.MI,MSCI WORLD FINANCIALS NTR,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,WFIN.MI,2019-01-30,2019-04-04,0
742,IE00BYTRRB94,SPDR MSCI WORLD HEALTH CARE UCITS ETF,WHEA.MI,MSCI WORLD HEALTH CARE NTR,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,WHEA.MI,2019-01-30,2019-04-04,444
743,IE00BYM31M36,ISHARES FALL ANG YLD COR UCITS ETF DIST,ISWING.MI,BARCLAYS GLO COR EX EM FALLEN ANGELS 3% ISSUER CAP,0.005,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,ISHARES,ETF,IE00BYM31M36,2016-11-03,2019-04-04,25916
744,FR0010315770,LYXOR MSCI WORLD UCITS ETF - DIST,WLD.MI,MSCI TRN WORLD INDEX,0.003,AZIONARIO MONDO,LYXOR,ETF,WLD.MI,2006-09-07,2019-04-04,4522
745,FR0013209921,LYXOR MSCI WORLD EX EMU UCITS ETF - ACC,WLDX.MI,MSCI WORLD EX EMU NTR,0.0035,AZIONARIO MONDO,LYXOR,ETF,FR0013209921,2016-11-25,2019-04-04,3083
